,KH2PO4,NH4Cl,KCl,MgSO4*7H2O,ZnSO4·7H2O,H3BO3,MnCl2·4H2O,FeSO4·7H2O,CoCl2·6H2O,CuSO4·5H20,Na2MoO4·2H2O,Na4EDTA,biotin,pyridoxine,thiamine,riboflavin,para-aminobenzoic acid,nicotinic acid
0,4.663187489224529,3.1941298256469373,3.633665170047449,4.175931447094971,0.4007046096836013,0.3121177342454877,0.3116288486574064,0.173818118631978,0.19775939414636845,0.2548409721443085,0.05841077949423216,2.368982021046813,1.5941630617636115e-05,0.003469619430665593,0.004595134286678131,0.0340015648570024,0.00531568672028867,0.002739023925029366
1,0.4634160976656032,1.2028244041068863,3.4879490459850215,2.090830241979076,0.0021329676558714743,0.6414872787397458,0.36421199245159186,0.4705530443979732,0.4190284173838719,0.0012598699849199549,0.0634779230272337,1.9730340607906327,0.0005028915802838561,0.0008118408055230881,0.0034375353889903103,2.6061473412593435e-05,0.007166934427929577,0.007175010306468807
2,3.0374402390675046,1.8316170821431492,2.6667554721218947,4.031676018190431,0.07520835039301421,1.0508430919572864,0.10935737256185857,0.03184929522416421,0.48700296302454477,0.07345806115581505,0.005607490705839395,5.5590705414609e-05,0.005642388425528165,0.007673425450048653,0.0035486548901919337,0.01028755964802499,0.002307813580858998,0.0063697829027901135
3,0.32877807566683837,2.8870890976973076,4.093005438426795,0.4524092879831312,0.3182563368517289,0.006774341722716209,0.34571880092994545,0.4232874396745149,0.3598190502315962,0.026141510927232263,0.011016345643384363,0.5397938338236532,0.004528611233930512,0.007755465118390965,0.0005194203071666118,0.0034313367544061774,0.007448332970794112,5.6227925124332096e-05
4,2.5613906806267606,0.6471950889442257,2.725485367730341,0.421550510980931,0.09865791700940162,0.7156026850976627,0.2918800956497217,0.10826865662980706,0.31135836927878136,0.05249946988770486,0.07165373626817007,1.2922701547229798,0.00010478065273925739,4.9919403218149903e-05,0.005726350693851774,0.07139612648775759,0.002937005257369274,0.009516201759629207
5,3.607082748492086,0.7408232783253856,2.1656579418725244,0.5323251326721113,0.3385567412468481,0.16213096821233985,0.09004840016234644,0.10746474105554882,0.15632328292710898,0.08210198615113345,7.027157019180227e-05,2.015757175427143,3.442725499540046e-05,0.0007231854580532995,0.008020532969560892,0.030737224508561794,0.0006340713459229671,0.002986675507200366
6,3.642639481426464,1.4459456223601181,2.9585157055288813,0.28930669891459015,0.49081154200113886,0.3885781213644191,0.003084635830170399,0.44396528231631643,0.3009303797711124,0.09825442140626543,5.8685177977850046e-05,0.648419782049539,0.0005961149028827499,0.0094107440572813,0.002352744874884762,0.010806719920398852,0.0004389112020670109,0.006652118216509576
7,1.1743735149655459,1.1322865651446,3.931173706530067,1.4905592734574808,0.001888840928870254,0.002488650789785043,0.001100028188381666,0.06700605003231601,0.3258821919264415,0.32197072699222334,0.0650997336559683,0.04415540607101199,0.005020794733746301,0.005997509963709117,0.0039624623755768395,0.029002160301711957,0.00195886027950532,0.0014939673938486437
8,0.6252715250329843,4.1846520227850075,0.09692640996184748,1.2689057603519878,0.08347539817718727,0.4734909945726802,0.12368722447024137,0.005749334330561015,0.23313094129724174,0.11722658119236284,0.032898571036929065,1.8005712669908318,0.0029071293502332006,3.654685902286136e-05,0.006931721021832375,0.03809664456737502,2.8576936046806003e-05,4.2033564401021364e-05
9,1.290562859426937,1.0384379289857562,2.5238247341517286,2.9373306102740107,0.46455510515151416,0.0046268559676007,0.16805204854670752,0.2990788580636607,0.3919344141584871,0.3542697354488411,0.07941789210361058,0.0011490302340210752,0.0086724439471492,0.003815597643071968,8.148624525475987e-05,0.05700371019478707,0.0035298455673061463,0.00314380208608798
10,4.914358096574777,0.7045341974681941,0.370822756804709,3.7721046852811666,0.47707899856641883,1.002740074197466,0.1420551944684286,0.3154079900212639,0.0009200560347332111,0.0004889282934356222,0.044004581520162254,2.062233061242928,0.00410034289108166,9.670897343244737e-05,0.00958084701895314,0.049233407689224525,0.009335520533624705,0.00606469403616621
11,1.980537050746152,4.7249780513924735,3.680494181403594,4.534646940009603,0.28469441647160454,0.008457125980844915,0.22878337642690563,0.3697013342256748,0.46763823151579814,0.10881359692308297,8.9137489440932e-06,1.9049863451176712,0.0021503233378478348,0.002632531928552243,0.007543230627396355,0.04001779429615079,0.009216607861803758,0.0006847927783539107
