,KH2PO4,NH4Cl,KCl,MgSO4*7H2O,ZnSO4·7H2O,H3BO3,MnCl2·4H2O,FeSO4·7H2O,CoCl2·6H2O,CuSO4·5H20,Na2MoO4·2H2O,Na4EDTA,biotin,pyridoxine,thiamine,riboflavin,para-aminobenzoic acid,nicotinic acid,Malate Titer (%)
0,4.876342194613229,4.037079992265912,2.017392380049852,1.7375391493537746,0.12382568272592394,0.04918086900011455,0.30692328981702643,0.0807289382287584,0.04944374396581064,0.33987588286963655,0.0822219312705101,1.6465724088673814,0.0008557720594154872,0.00021340636547211736,0.0006675457671880829,0.006290231844500332,0.007891446704946894,0.0018655828687255136,0.46326014910056396
1,3.76620026984953,2.693672472480384,4.974502869789907,2.2224591828692413,0.4554954054531715,0.04315239734373208,0.36207971733808564,0.24739221815805432,0.0638961187245414,0.03824961659766275,0.0329907623748844,2.1514496768029945,0.00033428384687598606,0.000630825311432237,0.0004856810787545017,0.004487562593761518,0.007277993232991121,0.003032728577387722,0.4880269286453322
2,4.994176838984807,1.3916976474126064,2.631129948400658,1.7202806850555825,0.31379899481697665,0.07598538452616792,0.3992359912579068,0.12132660493746669,0.43433666499946605,0.3084223096313789,0.06568553979772133,2.1631636054221466,8.607569672417138e-05,1.6420679066039736e-06,4.9896456426951096e-05,7.078612865842964e-05,0.001557610808284356,0.003812216109846128,0.4532600897103835
3,3.7677636532476013,2.058060254320494,4.869849538378539,1.0779731804206825,0.10214807021170547,0.1606286116813585,0.47069409084430025,0.20048284077686646,0.46902385300208416,0.34194803997730866,0.061778116934397824,2.112313182240984,0.0003990927478868696,0.0007823380263551588,0.0005670587846524846,0.0057092818218564476,0.0018112605157081104,0.0014628066534881242,0.4363465465801388
4,1.7618549282573184,3.2892502284635334,0.07067009134525049,4.806961261644547,0.41594480979161547,0.13851558951432813,0.41836530703043545,0.12029158792699193,0.42778657168930917,0.1453978155789089,0.04274602395161499,2.0879105434019958,0.0006233508401527726,0.0006676252615270262,0.00035379460542661937,0.005007286151726966,0.004201419783523359,0.0033717825454609614,0.4802791914723151
5,4.698510020538028,4.010360640445423,4.977674037156021,4.5844984118871,0.43400860152533477,0.015187275351319373,0.45398044603490256,0.15190157535376603,0.3671869781210187,0.0670956699726009,0.01920397574999004,2.3145363376690677,8.571403924953374e-05,0.00027403728886391936,0.00010367276648539952,0.0029814440687074366,0.009831640497162935,0.0033723971860291613,0.4434203911288478
6,4.350162185561186,1.0149098755444883,4.203437573405056,1.1968848902284168,0.36124473528631773,0.15652731257925426,0.3326538502943007,0.05503531692470321,0.09395761627118375,0.2525061479055052,0.04116441649578854,2.3897884685274473,0.0005528101142692982,0.0009765204576008743,0.00036336462949620465,0.0017080415000794566,0.0040211898240013495,0.0036145462728845424,0.47016419071004084
7,4.669832681150396,3.5389515709720993,4.900134336320759,2.2013734816358683,0.14941062123602245,0.1149262922694079,0.2837467302606287,0.09636151061275361,0.01562971977051052,0.2953691724983494,0.09419159744787796,1.576395188099409,0.00038814572063662476,0.0009371056830549224,0.00022236287778053517,0.003762685474486266,0.0025406781901863456,0.006553020314847798,0.48905419245411613
8,0.687272395421294,2.215522504088319,1.1481491344581385,4.417917059900331,0.4798551860813379,0.02160488298669594,0.4212754645865705,0.0032874506904166934,0.25123100862349024,0.17608816913672876,0.021938968028693055,2.399178933432656,0.0009690057910965691,0.0004640999817014142,0.00010552505773582368,0.00663342951914894,0.0074021094601563475,0.00662634459305393,0.48548332339901734
9,3.519306348771462,1.5556238049213091,1.1062133187079968,4.50170902480819,0.33262993796095636,0.0052966577854366755,0.26956362492266317,0.035330674905287913,0.4110345277434639,0.14907006349647525,0.0042476195224005545,2.332119544990922,0.0007934265451935764,4.396350075643012e-05,0.0003934053495155975,0.0037423237331263084,0.007110942386088495,0.009924468579609045,0.2780919165537671
10,3.7677637879371852,2.058062202580774,4.869849919162195,1.0779723553609153,0.1021429491681168,0.16062835708058226,0.4707027150575008,0.200486987878258,0.46903273692269204,0.3419422169489513,0.061821736996653436,2.1123137155859357,0.00040570035419056684,0.0007806341497648704,0.0005709600603151392,0.004120776301655829,0.0035423535927794425,0.005745388523243372,0.4684809534910811
11,3.5193063456197984,1.5556238068645902,1.1062133199267439,4.501709024429501,0.332629987180894,0.005296649032724165,0.26956358839110883,0.03533069473584036,0.41103452766531634,0.14907006531714745,0.004247503407621561,2.332119540262743,0.0006021826272846568,0.00032097617722009233,0.00023854491735446576,0.0037416494140156504,0.007108651047210631,0.009926078117821775,0.27121149852963955
12,3.8977921236995434,2.1826302248853557,0.6520142794464455,3.9427713827185333,0.2900161539544243,0.011339976983174795,0.24920596937700737,0.17045907666707905,0.4431569516506985,0.09927378297596223,0.007063506920923869,2.2144437285575034,0.0008721005547711268,0.00013165333909834215,0.00022767856216832164,0.0019518019952781602,0.008701311280294815,0.009778226043551455,0.30182054495629784
13,0.6868296173647728,2.2155053364016317,1.1482005022220234,4.418373172372896,0.4401788401060869,0.0461095514167005,0.39115172207326787,0.08400668184600635,0.2157223193732016,0.16932382979162933,0.02213613554639684,2.398642812484575,0.0009685639159709475,0.0004628433637070449,0.0001008547024677497,0.0066470865752320625,0.007373385954448121,0.006621524004661481,0.5077461482056037
14,3.8982834489001306,2.1817768658471968,0.6523699453257695,3.942555448359481,0.2784726158867466,0.05734844480658201,0.2053357440165766,0.04031753535033154,0.37188473331586436,0.1774393955520482,0.008587201658919819,2.2136982212900893,0.0008472928657073489,0.00013639579973159053,0.0002558944182418038,0.0019422139639482675,0.008686779569097226,0.00993288191851694,0.29299747267813103
